일련번호,시도명,시군구명,대피지구명,대피장소명,주소,경도,위도,수용가능인원수(명),해변으로부터거리(M),대피소 분류명,내진적용여부,해발높이,관리기관,관리기관연락처
669,경상북도,울진군,덕신지구,덕신감리교회뒷편,매화면 덕신리 407-2,129.414481,36.884086,250,220,공터,-,6,47930,054-789-6153
670,경상북도,울진군,덕신지구,덕신리 마을 뒷산,매화면 덕신리 476-1,129.413244,36.887089,250,230,공터,-,11,47930,054-789-6153
671,경상북도,울진군,덕신지구,마을 뒤 고지대 밭,매화면 덕신리 317,129.413243,36.882225,250,670,공터,-,11,47930,054-789-6153
672,경상북도,울진군,오산지구,순복음교회 뒷산,매화면 오산리 294,129.414937,36.892792,150,360,공터,-,11,47930,054-789-6153
673,경상북도,울릉군,통구미지구,통구미경로당,경상북도 울릉군 서면 통구미길 36,130.856036,37.462839,50,387,공공건축물,미적용,51,47940,054-790-6332
674,울산광역시,남구,장생포해안지구,고래문화마을 주차장   ,장생포동 232(매암동 237),129.379526,35.505382,300,280,공터,-,21,31140,052-226-0304
675,경상북도,울진군,연지지구 2.  3,대동빌라,울진읍  현내항길 191,129.41432,36.991621,180,60,도로변,-,25,47930,054-789-6153
676,울산광역시,울주군,신암지구,서생중학교운동장     ,당물길 1 (신암리 8-1),129.33111,35.350637,300,350,학교운동장,-,15,31710,052-229-8213
677,울산광역시,울주군,신암지구,서생면사무소주차장    ,해맞이로 894 (신암리 245-2),129.32638,35.349927,400,250,공터,-,17,31710,052-229-8213
678,울산광역시,울주군,신암지구,신암회관마당       ,해맞이로 877 (신암리 454),129.323327,35.349226,100,300,공터,-,12,31710,052-229-8213
679,울산광역시,울주군,신암지구,소망교회주차장      ,신리길 97 (신암리 324),129.31993,35.345133,100,300,공터,-,17,31710,052-229-8213
680,울산광역시,울주군,대송송정지구,송정회관마당       ,해맞이로 1326 (대송리 335-6),129.353423,35.36631,50,300,공터,-,23,31710,052-229-8213
681,울산광역시,울주군,대송송정지구,대송학생야영장운동장   ,간절곶1길 15 (대송리 195),129.357535,35.35941,100,350,학교운동장,-,23,31710,052-229-8213
682,울산광역시,울주군,평동지구,평동회관마당       ,평동길 14 (대송리 77-2),129.353348,35.356844,50,210,공터,-,12,31710,052-229-8213
683,울산광역시,울주군,평동지구,평동어촌계회관마당    ,평동2길 9 (대송리 67-2),129.353246,35.356335,120,120,공터,-,10,31710,052-229-8213
684,울산광역시,울주군,진하지구,진하회관          ,나루터길 29 (진하리 255),129.342526,35.386721,100,580,공터,-,6,31710,052-229-8213
685,울산광역시,울주군,진하지구,성동초등학교       ,진하길 7 (서생리 387),129.341763,35.385667,500,520,공공건축물,1등급,9,31710,052-229-8213
686,울산광역시,울주군,나사지구,호소공원버스정류장    ,나사리 산15-6,129.343412,35.356941,200,200,도로변,-,13,31710,052-229-8213
687,울산광역시,울주군,나사지구,서생중학교운동장     ,당물길 1 (신암리 8-1),129.331214,35.350706,300,350,학교운동장,-,15,31710,052-229-8213
688,울산광역시,울주군,강양지구,만포횟집마당       ,강양길 143 (강양리 91-1),129.347249,35.391295,50,200,공터,-,16,31710,052-229-8213
689,울산광역시,울주군,강양지구,야산(공터)        ,강양길 97-15 (강양리 161),129.345329,35.393715,150,210,공터,-,9,31710,052-229-8213
690,강원도,강릉시,경포지구,경포현대호텔,강원도 강릉시강문동 274-1,128.91526,37.79807,700,100,민간건축물,1등급,25.8,42150,033-640-5524
691,강원도,삼척시,증산지구,이사부공원공터      ,수로부인길 333(증산동 1번지),129.159032,37.475559,200,344,공터,-,32,42230,033-570-3887
692,강원도,삼척시,증산지구,심심사앞공터       ,수로부인길 302(증산동 산48번지),129.161064,37.473001,50,164,공터,-,20,42230,033-570-3887
693,강원도,삼척시,후진지구,삼척요양원앞공터     ,뒷나루길 231(교동 394-1번지),129.174477,37.462101,150,575,공터,-,37,42230,033-570-3887
694,강원도,삼척시,후진지구,삼척MBC앞공터     ,새천년도로 629-59(갈천동 111번지),129.163119,37.463388,150,261,공터,-,30,42230,033-570-3887
695,강원도,삼척시,정라지구,조각공원뒷산       ,새천년도로 333(교동 85-2번지),129.184913,37.456707,100,247,공터,-,27,42230,033-570-3887
696,강원도,삼척시,정라지구,정라마을회관뒤공터    ,정하동 28-1,129.187489,37.442234,100,548,공터,-,76,42230,033-570-3887
697,강원도,삼척시,정라지구,척추동해비        ,정상동 새천년도로 16(정상동 82-1번지),129.184482,37.435591,100,508,공터,-,34,42230,033-570-3887
698,강원도,삼척시,정라지구,감로사앞공터       ,영진안길 3(정상동 3-1번지),129.183813,37.440605,100,368,공터,-,38,42230,033-570-3887
699,강원도,삼척시,오분지구,남초교뒷산        ,동해대로 3791-48(오분동 164-2번지),129.186839,37.425834,80,480,공터,-,41,42230,033-570-3887
700,강원도,삼척시,오분지구,오분마을회관뒤공터    ,오분3길 16(오분동 212번지),129.189984,37.427576,90,460,공터,-,32,42230,033-570-3887
701,강원도,삼척시,오분지구,오분파출소뒷편      ,오분1길 72-56(오분동 228-2번지),129.18862,37.43055,80,257,공터,-,39,42230,033-570-3887
702,강원도,삼척시,상맹방2지구,맹방초등학교       ,삼척로 3884-3(상맹방리 171-1번지),129.213268,37.398739,200,423,학교운동장,-,15,42230,033-570-3887
703,강원도,삼척시,하맹방지구,관덕정공터        ,미근로 1772-13(교가리 692-2번지),129.22361,37.380033,300,830,공터,-,38,42230,033-570-3887
704,강원도,삼척시,덕산지구,노인요양원앞공터     ,덕산해안로 134-52(덕산리 40-1번지),129.246983,37.378565,100,1150,공터,-,54,42230,033-570-3887
705,강원도,삼척시,덕산지구,솔바람민박앞공터     ,덕산해안로 66-18(덕산리 265번지),129.242343,37.381134,150,800,공터,-,19,42230,033-570-3887
706,강원도,삼척시,궁촌지구,공양왕릉          ,궁촌리 178번지,129.266356,37.326132,100,536,공터,-,55,42230,033-570-3887
707,강원도,삼척시,궁촌지구,궁촌침례교회앞공터    ,궁촌길 40(궁촌리 393-1번지),129.265109,37.321346,100,398,공터,-,32,42230,033-570-3887
708,강원도,삼척시,궁촌지구,금메달주유소뒷산     ,매원리 35-4번지,129.2714,37.316661,100,650,공터,-,43,42230,033-570-3887
709,강원도,삼척시,초곡지구,황영조기념관앞공터    ,초곡길 176(초곡리 64번지),129.294732,37.307363,200,463,공터,-,30,42230,033-570-3887
710,강원도,삼척시,초곡지구,초곡마을입구공터     ,초곡리 406-11번지,129.28484,37.310744,100,450,공터,-,16,42230,033-570-3887
711,강원도,삼척시,용화지구,성황당옆대로       ,용화리 298-1번지,129.298198,37.28868,100,615,도로변,-,31,42230,033-570-3887
712,강원도,삼척시,용화지구,장호용화랜드앞공터    ,삼척로 2154(장호리 321-8번지),129.308598,37.286883,200,548,공터,-,39,42230,033-570-3887
713,강원도,삼척시,용화지구,해망정공터        ,용화리 192-2,129.303243,37.288741,100,175,공터,-,37,42230,033-570-3887
714,강원도,삼척시,장호지구,장호중학교뒤공터     ,삼척로 2101(장호리 201번지),129.311543,37.283881,200,608,공터,-,30,42230,033-570-3887
715,강원도,삼척시,장호지구,장호마을주차장    ,장호항길 31(장호리 54-7번지),129.31871,37.285176,150,511,공터,-,25,42230,033-570-3887
716,강원도,삼척시,갈남지구,갈남전망대        ,갈남리 104-24번지,129.322872,37.281137,100,385,도로변,-,32,42230,033-570-3887
717,강원도,삼척시,갈남지구,갈남마을회관뒤공터    ,갈남길 110(갈남리 13-2번지),129.324638,37.279115,100,391,공터,-,30,42230,033-570-3887
718,강원도,삼척시,신남지구,어촌민속전시관공원내   ,삼척로 1852-6(갈남리 301번지),129.327223,37.268046,100,351,공터,-,35,42230,033-570-3887
719,강원도,삼척시,임원지구,남화산공원        ,임원리 44번지,129.347406,37.23137,100,835,공터,-,60,42230,033-570-3887
720,강원도,삼척시,임원지구,임원국도옆공터      ,삼척로 1191-6(임원리 166-3번지),129.341681,37.230739,100,435,공터,-,45,42230,033-570-3887
721,강원도,삼척시,임원지구,임원마을회관옆공터    ,임원중앙로 11-31(임원리 88번지),129.345538,37.233887,150,335,공터,-,35,42230,033-570-3887
722,강원도,삼척시,노실지구,노실분교운동장      ,노곡리 노실길 81-21(142-2번지),129.341632,37.202365,200,326,학교운동장,-,25,42230,033-570-3887
723,강원도,삼척시,작진지구,작진마을진입공터     ,노곡리 473-1,129.33717,37.19627,200,287,공터,-,30,42230,033-570-3887
724,강원도,삼척시,호산지구,호산파출소뒤공터     ,호산리 277,129.338454,37.174945,325,300,공터,-,20,42230,033-570-3887
725,강원도,삼척시,월천지구,마을공터          ,월천리 고포월천길 257(106번지),129.355459,37.156619,200,377,공터,-,41,42230,033-570-3887
726,경상북도,영덕군,병곡지구,마을 뒤 도로(국도변 철암산입구),병곡면 병곡리 468,129.405981,36.603526,300,500,공터,-,52,47770,054-730-6521
727,울산광역시,남구,장생포해안지구,울산항만공사          ,장생포 고래로 271(매담동 180),129.382843,35.504897,100,100,공공건축물,특등급,14,31140,052-225-5325
